Line Number	Encoder Layer	Translation
"Unser Geschäft läuft nicht so erfolgreich wie geplant. Wir schreiben rote Zahlen.
"	6	Our business is not as successful as it is planned. We write red numbers.
"Unser Geschäft läuft nicht so erfolgreich wie geplant. Wir schreiben rote Zahlen.
"	7	Our business is not as successful as it's planned.
"Unser Geschäft läuft nicht so erfolgreich wie geplant. Wir schreiben rote Zahlen.
"	8	Our business is not as successful as we're planning.
"Unser Geschäft läuft nicht so erfolgreich wie geplant. Wir schreiben rote Zahlen.
"	9	Our business is not going as smoothly as planned.
"Unser Geschäft läuft nicht so erfolgreich wie geplant. Wir schreiben rote Zahlen.
"	10	Our business is not as successful as we had planned.
"Unser Geschäft läuft nicht so erfolgreich wie geplant. Wir schreiben rote Zahlen.
"	11	Our business is not as successful as we'd like.
"Unser Geschäft läuft nicht so erfolgreich wie geplant. Wir schreiben rote Zahlen.
"	12	Our business is not as successful as we'd like.
"Unser Geschäft läuft nicht so erfolgreich wie geplant. Wir schreiben rote Zahlen.
"	13	Our business is not doing as well as we'd like.
"Unser Geschäft läuft nicht so erfolgreich wie geplant. Wir schreiben rote Zahlen.
"	14	Our business is not doing as well as we'd like.
"Unser Geschäft läuft nicht so erfolgreich wie geplant. Wir schreiben rote Zahlen.
"	15	Our business is not doing as well as we'd hoped.
"Unser Geschäft läuft nicht so erfolgreich wie geplant. Wir schreiben rote Zahlen.
"	16	Our business is not as successful as we thought it would be.
"Unser Geschäft läuft nicht so erfolgreich wie geplant. Wir schreiben rote Zahlen.
"	17	Our business is not as successful as we had hoped.
"Unser Geschäft läuft nicht so erfolgreich wie geplant. Wir schreiben rote Zahlen.
"	18	Our business is not as successful as we had hoped.
"Unser Geschäft läuft nicht so erfolgreich wie geplant. Wir schreiben rote Zahlen.
"	19	Our business is not as successful as we had hoped.
"Unser Geschäft läuft nicht so erfolgreich wie geplant. Wir schreiben rote Zahlen.
"	20	Our business is not doing as well as we had hoped.
"Unser Geschäft läuft nicht so erfolgreich wie geplant. Wir schreiben rote Zahlen.
"	21	Our business is not doing as well as we had hoped.
"Unser Geschäft läuft nicht so erfolgreich wie geplant. Wir schreiben rote Zahlen.
"	22	Our business is not as successful as we had planned.
"Unser Geschäft läuft nicht so erfolgreich wie geplant. Wir schreiben rote Zahlen.
"	23	Our business is not as successful as we had hoped.
"Unser Geschäft läuft nicht so erfolgreich wie geplant. Wir schreiben rote Zahlen.
"	24	Our business is not as successful as we had hoped.
"Die Bank schreibt rote Zahlen und wird wohl bald in Konkurs gehen.
"	0	I'd like to know in und undated Auf.
"Die Bank schreibt rote Zahlen und wird wohl bald in Konkurs gehen.
"	1	The Bank will be in the course and soon.
"Die Bank schreibt rote Zahlen und wird wohl bald in Konkurs gehen.
"	2	And will be in the und in der und in der.
"Die Bank schreibt rote Zahlen und wird wohl bald in Konkurs gehen.
"	3	The Bank of Europe in the.
"Die Bank schreibt rote Zahlen und wird wohl bald in Konkurs gehen.
"	4	The bank is writing rote and will be going into the bank soon.
"Die Bank schreibt rote Zahlen und wird wohl bald in Konkurs gehen.
"	5	The bank is writing red numbers and will be going into bankruptcy soon.
"Die Bank schreibt rote Zahlen und wird wohl bald in Konkurs gehen.
"	6	The bank is writing red numbers and will be going into bankruptcy soon.
"Die Bank schreibt rote Zahlen und wird wohl bald in Konkurs gehen.
"	7	The bank is writing red numbers and will go into default soon.
"Die Bank schreibt rote Zahlen und wird wohl bald in Konkurs gehen.
"	8	The bank is writing red numbers and will go into default soon.
"Die Bank schreibt rote Zahlen und wird wohl bald in Konkurs gehen.
"	9	The bank is writing red numbers and will probably go into default. 
"Die Bank schreibt rote Zahlen und wird wohl bald in Konkurs gehen.
"	10	The bank is writing red numbers and will soon go into bankruptcy.
"Die Bank schreibt rote Zahlen und wird wohl bald in Konkurs gehen.
"	11	The bank is writing red numbers and will probably go bankrupt soon.
"Die Bank schreibt rote Zahlen und wird wohl bald in Konkurs gehen.
"	12	The bank is writing red numbers and will probably go bankrupt soon.
"Die Bank schreibt rote Zahlen und wird wohl bald in Konkurs gehen.
"	13	The bank is writing red numbers and will probably go bankrupt.
"Die Bank schreibt rote Zahlen und wird wohl bald in Konkurs gehen.
"	14	The bank is writing red numbers and will probably go bankrupt soon.
"Die Bank schreibt rote Zahlen und wird wohl bald in Konkurs gehen.
"	15	The bank is writing red numbers and will probably go bankrupt soon.
"Die Bank schreibt rote Zahlen und wird wohl bald in Konkurs gehen.
"	16	The bank is writing red numbers and will probably go bankrupt soon.
"Die Bank schreibt rote Zahlen und wird wohl bald in Konkurs gehen.
"	17	The bank is writing red numbers and will probably go bankrupt soon.
"Die Bank schreibt rote Zahlen und wird wohl bald in Konkurs gehen.
"	18	The bank is writing red numbers and will probably go bankrupt soon.
"Die Bank schreibt rote Zahlen und wird wohl bald in Konkurs gehen.
"	19	The bank is in the red and will probably go bankrupt soon.
"Die Bank schreibt rote Zahlen und wird wohl bald in Konkurs gehen.
"	20	The bank is in the red and will probably go bankrupt soon.
"Die Bank schreibt rote Zahlen und wird wohl bald in Konkurs gehen.
"	21	The bank is in the red and will probably go bankrupt soon.
"Die Bank schreibt rote Zahlen und wird wohl bald in Konkurs gehen.
"	22	The bank is in the red and will probably go bankrupt soon.
"Die Bank schreibt rote Zahlen und wird wohl bald in Konkurs gehen.
"	23	The bank is in the red and will probably go bankrupt soon.
"Die Bank schreibt rote Zahlen und wird wohl bald in Konkurs gehen.
"	24	The bank is in the red and will probably go bankrupt soon.
"Nun lass mich schon abschreiben. Sei kein Frosch!
"	0	I'm in!!!!!!! your your! !!!!!!!!!!!!!!!!!!!!!!! ! ! ! ! ! ! ! ! ! ! ! ! ! ! !
"Nun lass mich schon abschreiben. Sei kein Frosch!
"	1	Now, now, now!
"Nun lass mich schon abschreiben. Sei kein Frosch!
"	2	- I -
"Nun lass mich schon abschreiben. Sei kein Frosch!
"	3	Now, -
"Nun lass mich schon abschreiben. Sei kein Frosch!
"	4	Now let me write. Don't be a frog!
"Nun lass mich schon abschreiben. Sei kein Frosch!
"	5	Now let me write.
"Nun lass mich schon abschreiben. Sei kein Frosch!
"	6	Now let me write it off.
"Nun lass mich schon abschreiben. Sei kein Frosch!
"	7	Now let me write it off. Don't be a frog!
"Nun lass mich schon abschreiben. Sei kein Frosch!
"	8	Now let me write it off. Don't be a frog!
"Nun lass mich schon abschreiben. Sei kein Frosch!
"	9	Now let me write it off.
"Nun lass mich schon abschreiben. Sei kein Frosch!
"	10	Now let me write it off.
"Nun lass mich schon abschreiben. Sei kein Frosch!
"	11	Now let me write it off.
"Nun lass mich schon abschreiben. Sei kein Frosch!
"	12	Now let me write it off.
"Nun lass mich schon abschreiben. Sei kein Frosch!
"	13	Now let me write it off.
"Nun lass mich schon abschreiben. Sei kein Frosch!
"	14	Now let me write it off.
"Nun lass mich schon abschreiben. Sei kein Frosch!
"	15	Now let me write it off.
"Nun lass mich schon abschreiben. Sei kein Frosch!
"	16	Now let me write it down.
"Nun lass mich schon abschreiben. Sei kein Frosch!
"	17	Now let me write it down.
"Nun lass mich schon abschreiben. Sei kein Frosch!
"	18	Now let me write it down.
"Nun lass mich schon abschreiben. Sei kein Frosch!
"	19	Now, let me write it down.
"Nun lass mich schon abschreiben. Sei kein Frosch!
"	20	Don't be such a frog!
"Nun lass mich schon abschreiben. Sei kein Frosch!
"	21	Don't be such a frog!
"Nun lass mich schon abschreiben. Sei kein Frosch!
"	22	Don't be such a frog.
"Nun lass mich schon abschreiben. Sei kein Frosch!
"	23	Don't be such a frog.
"Nun lass mich schon abschreiben. Sei kein Frosch!
"	24	Don't be such a frog.
"Ach, mach doch bei dem Streich mit. Sei kein Frosch!
"	0	in a. _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _
"Ach, mach doch bei dem Streich mit. Sei kein Frosch!
"	1	I'm not a girl!
"Ach, mach doch bei dem Streich mit. Sei kein Frosch!
"	2	- (!
"Ach, mach doch bei dem Streich mit. Sei kein Frosch!
"	3	- No,!
"Ach, mach doch bei dem Streich mit. Sei kein Frosch!
"	4	Oh, go on, make the move.
"Ach, mach doch bei dem Streich mit. Sei kein Frosch!
"	5	Oh, make it with the stick.
"Ach, mach doch bei dem Streich mit. Sei kein Frosch!
"	6	Oh, go with the trick.
"Ach, mach doch bei dem Streich mit. Sei kein Frosch!
"	7	Oh, come on, join the fun.
"Ach, mach doch bei dem Streich mit. Sei kein Frosch!
"	8	Oh, come on, join in on the fun.
"Ach, mach doch bei dem Streich mit. Sei kein Frosch!
"	9	Oh, come on, join the fun.
"Ach, mach doch bei dem Streich mit. Sei kein Frosch!
"	10	Oh, come on, play along.
"Ach, mach doch bei dem Streich mit. Sei kein Frosch!
"	11	Oh, go along with it.
"Ach, mach doch bei dem Streich mit. Sei kein Frosch!
"	12	Oh, go along with it.
"Ach, mach doch bei dem Streich mit. Sei kein Frosch!
"	13	Oh, come on, play along.
"Ach, mach doch bei dem Streich mit. Sei kein Frosch!
"	14	Oh, come on, play along.
"Ach, mach doch bei dem Streich mit. Sei kein Frosch!
"	15	Oh, come on, play along.
"Ach, mach doch bei dem Streich mit. Sei kein Frosch!
"	16	Oh, come on, play along.
"Ach, mach doch bei dem Streich mit. Sei kein Frosch!
"	17	Oh, come on, play along, don't be such a frog.
"Ach, mach doch bei dem Streich mit. Sei kein Frosch!
"	18	Oh, come on, play along, don't be a frog.
"Ach, mach doch bei dem Streich mit. Sei kein Frosch!
"	19	Oh, come on, play along, don't be a frog.
"Ach, mach doch bei dem Streich mit. Sei kein Frosch!
"	20	Oh, come on, play along, don't be a frog.
"Ach, mach doch bei dem Streich mit. Sei kein Frosch!
"	21	Why don't you join in on the fun?
"Ach, mach doch bei dem Streich mit. Sei kein Frosch!
"	22	Oh, come on, play along, don't be a frog.
"Ach, mach doch bei dem Streich mit. Sei kein Frosch!
"	23	Why don't you join in on the fun?
"Ach, mach doch bei dem Streich mit. Sei kein Frosch!
"	24	Oh, why don't you join in on the fun?
"Halte deine Zunge im Zaum. Diese Geschichte geht niemanden etwas an.
"	0	I have a question.
"Halte deine Zunge im Zaum. Diese Geschichte geht niemanden etwas an.
"	1	I'm going to have a Ich habe einen An.
"Halte deine Zunge im Zaum. Diese Geschichte geht niemanden etwas an.
"	2	I have a Eine.
"Halte deine Zunge im Zaum. Diese Geschichte geht niemanden etwas an.
"	3	I'm a new in a writer.
"Halte deine Zunge im Zaum. Diese Geschichte geht niemanden etwas an.
"	4	Hold your tongue in the air. This story doesn't interest anyone.
"Halte deine Zunge im Zaum. Diese Geschichte geht niemanden etwas an.
"	5	Hold your tongue in the air. This story doesn't interest anyone.
"Halte deine Zunge im Zaum. Diese Geschichte geht niemanden etwas an.
"	6	Hold your tongue in the air. This story doesn't interest anyone.
"Halte deine Zunge im Zaum. Diese Geschichte geht niemanden etwas an.
"	7	Keep your tongue in the air. This story doesn't concern anyone.
"Halte deine Zunge im Zaum. Diese Geschichte geht niemanden etwas an.
"	8	Keep your tongue in your pocket. This story is not for anyone.
"Halte deine Zunge im Zaum. Diese Geschichte geht niemanden etwas an.
"	9	Keep your tongue in your mouth. This story doesn't concern anyone.
"Halte deine Zunge im Zaum. Diese Geschichte geht niemanden etwas an.
"	10	Keep your tongue in your mouth.
"Halte deine Zunge im Zaum. Diese Geschichte geht niemanden etwas an.
"	11	Keep your tongue in your mouth.
"Halte deine Zunge im Zaum. Diese Geschichte geht niemanden etwas an.
"	12	Keep your tongue in your mouth.
"Halte deine Zunge im Zaum. Diese Geschichte geht niemanden etwas an.
"	13	Keep your tongue in your mouth.
"Halte deine Zunge im Zaum. Diese Geschichte geht niemanden etwas an.
"	14	Keep your tongue in your mouth.
"Halte deine Zunge im Zaum. Diese Geschichte geht niemanden etwas an.
"	15	You're not gonna tell me what you're gonna tell me.
"Halte deine Zunge im Zaum. Diese Geschichte geht niemanden etwas an.
"	16	You've got to keep your mouth shut, this story doesn't concern anyone.
"Halte deine Zunge im Zaum. Diese Geschichte geht niemanden etwas an.
"	17	You've got to keep your mouth shut, this story is none of your business.
"Halte deine Zunge im Zaum. Diese Geschichte geht niemanden etwas an.
"	18	You've got to keep your mouth shut, this story is none of your business.
"Halte deine Zunge im Zaum. Diese Geschichte geht niemanden etwas an.
"	19	You're not supposed to talk about this.
"Halte deine Zunge im Zaum. Diese Geschichte geht niemanden etwas an.
"	20	You've got to keep your mouth shut, this is nobody's business.
"Halte deine Zunge im Zaum. Diese Geschichte geht niemanden etwas an.
"	21	You're not supposed to talk about this.
"Halte deine Zunge im Zaum. Diese Geschichte geht niemanden etwas an.
"	22	You're not supposed to talk about this.
"Halte deine Zunge im Zaum. Diese Geschichte geht niemanden etwas an.
"	23	You're not supposed to talk about this.
"Halte deine Zunge im Zaum. Diese Geschichte geht niemanden etwas an.
"	24	You're not supposed to tell me that.
"Wir sind hier bei einer hochkarätigen Veranstaltung, also halte deine Zunge im Zaum.
"	0	in a fur fur fur fur fur fur fur fur fur fur fur in fur fur fur fur fur fur fur fur fur fur fur fur fur fur fur fur fur fur fur fur fur fur fur fur fur fur fur fur fur fur fur fur fur fur fur fur fur fur fur fur fur fur fur fur fur fur fur fur fur fur fur fur fur fur fur fur fur fur fur fur fur fur fur fur fur fur fur fur fur fur fur fur fur fur fur fur fur fur fur fur fur fur fur fur fur fur fur fur fur fur fur fur fur fur fur fur fur fur fur fur fur fur fur fur fur fur fur
"Wir sind hier bei einer hochkarätigen Veranstaltung, also halte deine Zunge im Zaum.
"	1	We are a high-end company, so we've got a job in the U.
"Wir sind hier bei einer hochkarätigen Veranstaltung, also halte deine Zunge im Zaum.
"	2	We' So meine ich meine meine meine meine meine meine meine meine.
"Wir sind hier bei einer hochkarätigen Veranstaltung, also halte deine Zunge im Zaum.
"	3	- I'm a-la-la-la-la-la-la-la-la-la-la-la-la-la-la-la-la-la-la-la-la-la-la-la-la-la-la-la-la-la-la-la-la-la-la-la-la-la-la-la-la-la-la-la-la-la-la-la-la-la-la-la-la-la-la-la-la-la-la-la-la-la-la-la-la-la-la-la-la-la-la-la-
"Wir sind hier bei einer hochkarätigen Veranstaltung, also halte deine Zunge im Zaum.
"	4	We're here at a high-class event, so keep your tongue in the air.
"Wir sind hier bei einer hochkarätigen Veranstaltung, also halte deine Zunge im Zaum.
"	5	We're here at a high-level event, so keep your tongue in the air.
"Wir sind hier bei einer hochkarätigen Veranstaltung, also halte deine Zunge im Zaum.
"	6	We're here at a high-profile event, so keep your tongue in the air.
"Wir sind hier bei einer hochkarätigen Veranstaltung, also halte deine Zunge im Zaum.
"	7	We're here at a high-profile event, so keep your tongue in your mouth.
"Wir sind hier bei einer hochkarätigen Veranstaltung, also halte deine Zunge im Zaum.
"	8	We're here at a high-profile event, so keep your tongue in your mouth.
"Wir sind hier bei einer hochkarätigen Veranstaltung, also halte deine Zunge im Zaum.
"	9	We're here at a high-profile event, so keep your tongue in your mouth.
"Wir sind hier bei einer hochkarätigen Veranstaltung, also halte deine Zunge im Zaum.
"	10	We're here at a high-profile event, so keep your tongue in your mouth.
"Wir sind hier bei einer hochkarätigen Veranstaltung, also halte deine Zunge im Zaum.
"	11	We're here at a high-profile event, so keep your mouth shut.
"Wir sind hier bei einer hochkarätigen Veranstaltung, also halte deine Zunge im Zaum.
"	12	We're here at a high-profile event, so keep your mouth shut.
"Wir sind hier bei einer hochkarätigen Veranstaltung, also halte deine Zunge im Zaum.
"	13	We're here at a high-profile event, so keep your mouth shut.
"Wir sind hier bei einer hochkarätigen Veranstaltung, also halte deine Zunge im Zaum.
"	14	We're here at a high-profile event, so keep your mouth shut.
"Wir sind hier bei einer hochkarätigen Veranstaltung, also halte deine Zunge im Zaum.
"	15	We're here at a high-profile event, so keep your mouth shut.
"Wir sind hier bei einer hochkarätigen Veranstaltung, also halte deine Zunge im Zaum.
"	16	We're here at a high-profile event, so keep your mouth shut.
"Wir sind hier bei einer hochkarätigen Veranstaltung, also halte deine Zunge im Zaum.
"	17	We're here at a high-profile event, so keep your mouth shut.
"Wir sind hier bei einer hochkarätigen Veranstaltung, also halte deine Zunge im Zaum.
"	18	We're here at a high-profile event, so keep your mouth shut.
"Wir sind hier bei einer hochkarätigen Veranstaltung, also halte deine Zunge im Zaum.
"	19	We're here for a high-profile event, so keep your mouth shut.
"Wir sind hier bei einer hochkarätigen Veranstaltung, also halte deine Zunge im Zaum.
"	20	We're here for a high-profile event, so keep your mouth shut.
"Wir sind hier bei einer hochkarätigen Veranstaltung, also halte deine Zunge im Zaum.
"	21	We're here for a high-profile event, so keep your mouth shut.
"Wir sind hier bei einer hochkarätigen Veranstaltung, also halte deine Zunge im Zaum.
"	22	We're here for a high-profile event, so keep your mouth shut.
"Wir sind hier bei einer hochkarätigen Veranstaltung, also halte deine Zunge im Zaum.
"	23	We're here for a high-profile event, so keep your mouth shut.
"Wir sind hier bei einer hochkarätigen Veranstaltung, also halte deine Zunge im Zaum.
"	24	We're here for a high-profile event, so keep your mouth shut.
"Er war schon immer sehr wählerisch und hat sich die Rosinen aus dem Kuchen gepickt.
"	0	I have the same problem. - I have the same problem.
"Er war schon immer sehr wählerisch und hat sich die Rosinen aus dem Kuchen gepickt.
"	1	He was the same color as the boy.
"Er war schon immer sehr wählerisch und hat sich die Rosinen aus dem Kuchen gepickt.
"	2	And has the und die Ros und hat.
"Er war schon immer sehr wählerisch und hat sich die Rosinen aus dem Kuchen gepickt.
"	3	- I know.
"Er war schon immer sehr wählerisch und hat sich die Rosinen aus dem Kuchen gepickt.
"	4	He was always very bright and has picked the roses from the coconut.
"Er war schon immer sehr wählerisch und hat sich die Rosinen aus dem Kuchen gepickt.
"	5	He was always very picky and has picked the rosins out of the cake.
"Er war schon immer sehr wählerisch und hat sich die Rosinen aus dem Kuchen gepickt.
"	6	He was always very choosy and has picked the rosins out of the cake.
"Er war schon immer sehr wählerisch und hat sich die Rosinen aus dem Kuchen gepickt.
"	7	He was always very picky and has picked the rosins out of the cake.
"Er war schon immer sehr wählerisch und hat sich die Rosinen aus dem Kuchen gepickt.
"	8	He was always very picky and picked the raisins out of the cake.
"Er war schon immer sehr wählerisch und hat sich die Rosinen aus dem Kuchen gepickt.
"	9	He was always very selective and picked the raisins out of the cake.
"Er war schon immer sehr wählerisch und hat sich die Rosinen aus dem Kuchen gepickt.
"	10	He was always very selective and picked the raisins out of the cake.
"Er war schon immer sehr wählerisch und hat sich die Rosinen aus dem Kuchen gepickt.
"	11	He was always very selective and picked the raisins out of the cake.
"Er war schon immer sehr wählerisch und hat sich die Rosinen aus dem Kuchen gepickt.
"	12	He was always very selective and picked the raisins out of the cake.
"Er war schon immer sehr wählerisch und hat sich die Rosinen aus dem Kuchen gepickt.
"	13	He was always very selective and took the raisins out of the cake.
"Er war schon immer sehr wählerisch und hat sich die Rosinen aus dem Kuchen gepickt.
"	14	He was always very picky and picked the raisins out of the cake.
"Er war schon immer sehr wählerisch und hat sich die Rosinen aus dem Kuchen gepickt.
"	15	He was always very picky and picked the raisins from the cake.
"Er war schon immer sehr wählerisch und hat sich die Rosinen aus dem Kuchen gepickt.
"	16	He was always very picky and picked the cherries from the cake.
"Er war schon immer sehr wählerisch und hat sich die Rosinen aus dem Kuchen gepickt.
"	17	He was always very picky and picked the cherries from the cake.
"Er war schon immer sehr wählerisch und hat sich die Rosinen aus dem Kuchen gepickt.
"	18	He was always very picky and took the cherries from the cake.
"Er war schon immer sehr wählerisch und hat sich die Rosinen aus dem Kuchen gepickt.
"	19	He's always been very picky and always picked the raisin from the cake.
"Er war schon immer sehr wählerisch und hat sich die Rosinen aus dem Kuchen gepickt.
"	20	He was always very picky and always took the cherries from the cake.
"Er war schon immer sehr wählerisch und hat sich die Rosinen aus dem Kuchen gepickt.
"	21	He's always been very picky and always picked the raisins out of the cake.
"Er war schon immer sehr wählerisch und hat sich die Rosinen aus dem Kuchen gepickt.
"	22	He's always been very picky and always picked the raisins out of the cake.
"Er war schon immer sehr wählerisch und hat sich die Rosinen aus dem Kuchen gepickt.
"	23	He's always been very picky and always picked the raisins out of the cake.
"Er war schon immer sehr wählerisch und hat sich die Rosinen aus dem Kuchen gepickt.
"	24	He's always been very picky and always picked the raisins out of the cake.
"Das ist eine Notlage. Da kannst du dir ausnahmsweise mal nicht die Rosinen aus dem Kuchen picken.
"	0	Not the one that is a bit of a personal. is a bit of a personal.
"Das ist eine Notlage. Da kannst du dir ausnahmsweise mal nicht die Rosinen aus dem Kuchen picken.
"	1	You can't take the only one.
"Das ist eine Notlage. Da kannst du dir ausnahmsweise mal nicht die Rosinen aus dem Kuchen picken.
"	2	You can' - - - - Sieg - Sieg - Sieg - mal aus der Sch -
"Das ist eine Notlage. Da kannst du dir ausnahmsweise mal nicht die Rosinen aus dem Kuchen picken.
"	3	It's not a bad idea.
"Das ist eine Notlage. Da kannst du dir ausnahmsweise mal nicht die Rosinen aus dem Kuchen picken.
"	4	That's a notation. You can't take the rosins out of the cooking.
"Das ist eine Notlage. Da kannst du dir ausnahmsweise mal nicht die Rosinen aus dem Kuchen picken.
"	5	That's a notation. You can't pick the rosins out of the cake.
"Das ist eine Notlage. Da kannst du dir ausnahmsweise mal nicht die Rosinen aus dem Kuchen picken.
"	6	That's a situation. You can't pick the rosins out of the cake.
"Das ist eine Notlage. Da kannst du dir ausnahmsweise mal nicht die Rosinen aus dem Kuchen picken.
"	7	This is a situation. You can't pick the rosins out of the cake.
"Das ist eine Notlage. Da kannst du dir ausnahmsweise mal nicht die Rosinen aus dem Kuchen picken.
"	8	This is a situation. You can't pick the raisins out of the cake.
"Das ist eine Notlage. Da kannst du dir ausnahmsweise mal nicht die Rosinen aus dem Kuchen picken.
"	9	This is a situation of emergency. You can't pick the raisins out of the cake.
"Das ist eine Notlage. Da kannst du dir ausnahmsweise mal nicht die Rosinen aus dem Kuchen picken.
"	10	This is a situation of need. You can't pick the raisins out of the cake.
"Das ist eine Notlage. Da kannst du dir ausnahmsweise mal nicht die Rosinen aus dem Kuchen picken.
"	11	This is a situation. You can't pick the raisins out of the cake.
"Das ist eine Notlage. Da kannst du dir ausnahmsweise mal nicht die Rosinen aus dem Kuchen picken.
"	12	This is a situation. You can't pick the raisins out of the cake.
"Das ist eine Notlage. Da kannst du dir ausnahmsweise mal nicht die Rosinen aus dem Kuchen picken.
"	13	This is an emergency. You can't pick the raisins out of the cake.
"Das ist eine Notlage. Da kannst du dir ausnahmsweise mal nicht die Rosinen aus dem Kuchen picken.
"	14	This is an emergency, you can't pick the raisins from the cake.
"Das ist eine Notlage. Da kannst du dir ausnahmsweise mal nicht die Rosinen aus dem Kuchen picken.
"	15	This is an emergency, you can't just pick the raisins out of the cake.
"Das ist eine Notlage. Da kannst du dir ausnahmsweise mal nicht die Rosinen aus dem Kuchen picken.
"	16	This is an emergency, you can't pick the cherries from the cake.
"Das ist eine Notlage. Da kannst du dir ausnahmsweise mal nicht die Rosinen aus dem Kuchen picken.
"	17	This is an emergency, you can't take the cake.
"Das ist eine Notlage. Da kannst du dir ausnahmsweise mal nicht die Rosinen aus dem Kuchen picken.
"	18	This is an emergency, you can't pick the cherries from the cake.
"Das ist eine Notlage. Da kannst du dir ausnahmsweise mal nicht die Rosinen aus dem Kuchen picken.
"	19	This is an emergency, you can't pick the raisins out of the cake.
"Das ist eine Notlage. Da kannst du dir ausnahmsweise mal nicht die Rosinen aus dem Kuchen picken.
"	20	This is an emergency, you can't pick the raisins out of the cake.
"Das ist eine Notlage. Da kannst du dir ausnahmsweise mal nicht die Rosinen aus dem Kuchen picken.
"	21	This is an emergency, you can't pick the raisins out of the cake.
"Das ist eine Notlage. Da kannst du dir ausnahmsweise mal nicht die Rosinen aus dem Kuchen picken.
"	22	This is an emergency, you can't pick the raisins out of the cake.
"Das ist eine Notlage. Da kannst du dir ausnahmsweise mal nicht die Rosinen aus dem Kuchen picken.
"	23	This is an emergency, you can't pick the raisins out of the cake.
"Das ist eine Notlage. Da kannst du dir ausnahmsweise mal nicht die Rosinen aus dem Kuchen picken.
"	24	This is an emergency, you can't pick the raisins out of the cake.
"Tu nicht so unschuldig. Du hast doch auch keine weiße Weste.
"	0	It's not your choice. not to be soaked. not your choice.
"Tu nicht so unschuldig. Du hast doch auch keine weiße Weste.
"	1	You don't have to be.
"Tu nicht so unschuldig. Du hast doch auch keine weiße Weste.
"	2	You have a Sie ist doch nicht.
"Tu nicht so unschuldig. Du hast doch auch keine weiße Weste.
"	3	You're not my daughter.
"Tu nicht so unschuldig. Du hast doch auch keine weiße Weste.
"	4	Don't be so rude. You don't have any white blood.
"Tu nicht so unschuldig. Du hast doch auch keine weiße Weste.
"	5	Don't be so unsuspecting. You don't have a white vest.
"Tu nicht so unschuldig. Du hast doch auch keine weiße Weste.
"	6	Don't be so unkind. You don't have a white vest.
"Tu nicht so unschuldig. Du hast doch auch keine weiße Weste.
"	7	Don't be so innocent. You don't have a white coat.
"Tu nicht so unschuldig. Du hast doch auch keine weiße Weste.
"	8	Don't be so innocent. You don't have a white coat.
"Tu nicht so unschuldig. Du hast doch auch keine weiße Weste.
"	9	Don't be so innocent, you don't have a white coat.
"Tu nicht so unschuldig. Du hast doch auch keine weiße Weste.
"	10	Don't be so innocent, you don't have a white vest.
"Tu nicht so unschuldig. Du hast doch auch keine weiße Weste.
"	11	Don't be so innocent, you don't have a white coat.
"Tu nicht so unschuldig. Du hast doch auch keine weiße Weste.
"	12	Don't be so innocent, you don't have a white coat.
"Tu nicht so unschuldig. Du hast doch auch keine weiße Weste.
"	13	Don't act so innocent, you don't have a white coat.
"Tu nicht so unschuldig. Du hast doch auch keine weiße Weste.
"	14	Don't be so innocent, you don't have a white coat.
"Tu nicht so unschuldig. Du hast doch auch keine weiße Weste.
"	15	Don't be so innocent, you don't have a white coat.
"Tu nicht so unschuldig. Du hast doch auch keine weiße Weste.
"	16	Don't be so innocent, you don't have a white coat.
"Tu nicht so unschuldig. Du hast doch auch keine weiße Weste.
"	17	Don't be so innocent, you don't have a white coat.
"Tu nicht so unschuldig. Du hast doch auch keine weiße Weste.
"	18	Don't be so innocent, you don't have a white coat either.
"Tu nicht so unschuldig. Du hast doch auch keine weiße Weste.
"	19	Don't be so innocent, you don't have a white coat either.
"Tu nicht so unschuldig. Du hast doch auch keine weiße Weste.
"	20	Don't be so innocent, you don't have a white coat either.
"Tu nicht so unschuldig. Du hast doch auch keine weiße Weste.
"	21	Don't be so innocent, you don't have a white coat either.
"Tu nicht so unschuldig. Du hast doch auch keine weiße Weste.
"	22	Don't be so innocent, you don't have a white coat either.
"Tu nicht so unschuldig. Du hast doch auch keine weiße Weste.
"	23	Don't be so innocent, you don't have a white coat either.
"Tu nicht so unschuldig. Du hast doch auch keine weiße Weste.
"	24	Don't be so innocent, you don't have a white coat either.
"Dieses Amt kann man nur ausüben, wenn man eine weiße Weste hat.
"	0	in a similar way.
"Dieses Amt kann man nur ausüben, wenn man eine weiße Weste hat.
"	1	You know, you know, you know, you know, you know, you know, you know, you know, I know.
"Dieses Amt kann man nur ausüben, wenn man eine weiße Weste hat.
"	2	I know.
"Dieses Amt kann man nur ausüben, wenn man eine weiße Weste hat.
"	3	This is a good one.
"Dieses Amt kann man nur ausüben, wenn man eine weiße Weste hat.
"	4	This one can only be done when you have a white one.
